allianceid,cusip1,cusip2,effective,licensing,exlicensing,manufacturing,oem,marketing,rnd,strategic,supply,techtrans,cballiance,jv
4778,88731D,64552W,1994-09-12,0,0,0,0,0,0,0,0,0,0,1
4779,502161,256511,1994-09-12,1,0,1,0,1,1,1,0,1,0,0
4780,866810,61945W,1994-09-12,0,0,0,0,0,1,1,0,0,0,0
4781,70967N,45937R,1994-09-12,0,0,0,0,0,0,1,0,0,1,0
4782,90338F,871926,1994-09-12,1,0,1,0,1,0,1,0,1,0,0
4783,86681P,023905,1994-09-12,0,0,0,0,0,1,1,0,0,0,0
4784,81960E,576879,1994-09-12,0,0,1,0,0,0,0,0,0,0,1
4785,86786Y,28565F,1994-09-13,0,0,0,0,0,1,1,0,0,0,0
4786,811804,577729,1994-09-13,1,0,0,0,0,1,1,0,0,0,0
4787,90315E,00724F,1994-09-13,1,0,0,0,1,0,1,0,0,0,0
4788,875370,204291,1994-09-13,1,0,1,0,1,0,1,0,1,0,0
4789,87161G,359590,1994-09-13,1,0,0,0,1,1,1,0,0,0,0
4790,731095,00183W,1994-09-14,1,0,0,0,0,1,1,0,0,0,0
4791,594918,05675J,1994-09-14,1,0,0,0,1,0,1,0,0,0,0
4792,62007E,204291,1994-09-14,0,0,0,0,0,1,1,0,0,1,0
4793,21639F,096434,1994-09-14,1,0,0,0,0,1,1,0,0,0,0
4794,87924V,46616A,1994-09-14,0,0,0,0,0,0,0,0,0,0,1
4795,826197,44841T,1994-09-14,0,0,0,0,0,0,0,0,0,0,1
4796,88736Y,82324T,1994-09-14,0,0,0,0,0,0,0,0,0,0,1
4797,52465Y,05850F,1994-09-14,0,0,0,0,1,1,1,0,1,0,0
4798,606776,35160Y,1994-09-14,0,0,0,0,0,1,1,0,0,1,0
4799,97652F,88025Y,1994-09-14,0,0,0,0,0,0,0,0,0,0,1
4800,91288F,05593Y,1994-09-14,0,0,0,0,0,0,0,0,0,0,1
4801,670768,077853,1994-09-15,0,0,0,0,0,0,1,0,0,0,0
4801,852061,077853,1994-09-15,0,0,0,0,0,0,1,0,0,0,0
4801,852061,670768,1994-09-15,0,0,0,0,0,0,1,0,0,0,0
4802,670768,53039A,1994-09-15,0,0,0,0,1,0,1,0,0,0,0
4802,852061,53039A,1994-09-15,0,0,0,0,1,0,1,0,0,0,0
4802,852061,670768,1994-09-15,0,0,0,0,1,0,1,0,0,0,0
4803,670768,200300,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,845333,200300,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,845333,670768,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,872293,200300,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,872293,670768,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,872293,845333,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,912889,200300,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,912889,670768,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,912889,845333,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4803,912889,872293,1994-09-15,0,0,0,0,0,0,0,0,0,0,1
4804,23568X,05619A,1994-09-16,0,0,0,0,1,0,0,0,0,1,1
4805,79379J,37491Z,1994-09-16,0,0,1,0,0,0,0,0,0,0,1
4806,73932X,07132T,1994-09-16,0,0,1,0,1,1,1,0,0,1,0
4807,71383T,00439J,1994-09-16,0,0,1,0,1,0,0,0,0,0,1
4808,784213,587200,1994-09-19,1,0,0,0,0,1,1,0,1,0,0
4809,502161,23332B,1994-09-19,1,0,0,0,0,0,1,0,1,0,0
4810,871130,428236,1994-09-19,0,0,0,0,0,1,1,0,0,0,0
4811,87924V,20564D,1994-09-19,0,0,0,0,1,1,0,0,0,0,1
4812,62753C,12492M,1994-09-20,0,0,0,0,0,0,0,0,0,0,1
4813,57328R,07986C,1994-09-20,0,0,0,0,1,1,1,0,0,0,0
4814,45812M,39302T,1994-09-20,1,0,0,0,0,1,1,0,1,0,0
4815,81830Z,47976T,1994-09-20,0,0,0,0,0,0,0,0,0,0,1
4816,606776,28659W,1994-09-21,0,0,1,0,0,0,0,0,0,0,1
4816,90280J,28659W,1994-09-21,0,0,1,0,0,0,0,0,0,0,1
4816,90280J,606776,1994-09-21,0,0,1,0,0,0,0,0,0,0,1
4817,78424R,63577J,1994-09-21,0,0,0,0,1,0,1,0,0,0,0
4818,637640,23808R,1994-09-21,0,0,0,0,1,1,1,0,0,0,0
4819,923353,80307X,1995-03-06,0,0,0,0,1,1,0,0,0,0,1
4820,75277Q,030954,1994-09-22,0,0,0,0,0,0,0,0,0,0,1
4821,918914,30755V,1994-09-22,0,0,0,0,0,1,1,0,0,0,0
4822,75524R,24735L,1994-09-22,1,0,0,0,0,0,1,0,1,0,0
4823,450626,126907,1994-09-22,1,0,1,0,0,0,1,0,1,0,0
4824,00950J,00432X,1994-09-22,1,0,0,0,0,0,1,0,1,0,0
4825,277461,25460H,1994-09-23,1,0,1,0,0,0,1,0,1,0,0
4825,95048Q,25460H,1994-09-23,1,0,1,0,0,0,1,0,1,0,0
4825,95048Q,277461,1994-09-23,1,0,1,0,0,0,1,0,1,0,0
4826,45937K,16414X,1994-09-23,0,0,0,0,0,0,0,0,0,0,1
4827,19690M,00724F,1994-09-23,1,0,0,0,0,1,1,0,1,0,0
4828,887315,20482G,1994-09-23,0,0,0,0,0,0,0,0,1,0,1
4829,68377A,237923,1994-09-23,0,0,0,1,1,0,1,1,0,0,0
4830,68858B,46565K,1994-09-23,0,0,0,0,0,0,0,0,0,0,1
4831,553013,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,69931T,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,69931T,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,83569B,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,83569B,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,83569B,69931T,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,895583,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,895583,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,895583,69931T,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,895583,83569B,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,901221,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,901221,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,901221,69931T,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,901221,83569B,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,901221,895583,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,69931T,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,83569B,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,895583,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,912889,901221,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,552653,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,553013,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,69931T,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,83569B,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,895583,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,901221,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4831,934426,912889,1994-09-26,0,0,0,0,0,0,0,0,0,0,1
4832,909214,36087R,1994-09-26,0,0,0,0,0,1,1,0,0,1,0
4833,85568E,835699,1994-09-26,1,0,0,0,0,0,1,0,1,0,0
4834,73935T,669937,1994-09-26,0,0,0,0,0,0,1,0,0,1,0
4835,845333,594918,1994-09-26,0,0,0,0,0,0,1,0,0,0,0
4836,594918,281667,1994-09-26,0,0,0,0,1,1,1,0,1,0,0
4837,96991R,046515,1994-09-26,1,0,0,0,1,1,1,0,1,0,0
4838,81430K,78649R,1994-09-26,0,0,0,0,1,1,1,0,0,0,0
4839,68377A,545700,1994-09-26,0,0,0,0,1,1,1,0,0,0,0
4840,650901,61945Q,1994-09-26,0,0,0,0,0,1,1,0,0,1,0
4841,918270,587200,1994-09-26,0,0,0,0,0,1,1,0,0,0,0
4842,428236,370121,1994-09-26,1,0,0,0,0,0,1,0,1,0,0
4843,68377A,556100,1994-09-26,1,0,0,0,0,1,1,0,1,0,0
4844,82738F,180492,1994-09-26,0,0,0,0,1,1,1,0,0,0,0
4845,500453,428236,1994-09-26,1,0,1,0,0,1,0,0,0,0,1
4846,594918,11012V,1994-09-27,1,0,0,0,0,1,1,0,1,0,0
4847,450626,285659,1994-09-27,0,0,0,0,0,0,1,0,1,0,0
4848,21238F,04622E,1994-09-27,0,0,0,0,1,0,1,0,0,0,0
4849,001957,00194Z,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4849,61949X,00194Z,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4849,61949X,001957,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4849,88117R,00194Z,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4849,88117R,001957,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4849,88117R,61949X,1994-09-27,0,0,0,0,0,0,1,0,0,0,0
4850,19421K,066908,1994-09-27,0,0,0,1,1,1,1,1,0,0,0
4851,670006,461202,1994-09-27,1,0,0,0,0,0,1,0,1,0,0
4852,98976E,847623,1994-09-28,1,0,0,0,0,1,1,0,1,0,0
4853,59165T,56171Q,1994-09-28,0,0,0,0,0,1,0,0,0,0,1
4854,37429R,07730W,1995-06-07,0,0,1,0,0,0,0,0,0,0,1
4855,815793,046515,1994-11-16,1,0,0,0,0,0,1,0,1,1,0
4856,853626,03017G,1994-09-28,0,0,1,0,0,0,1,0,0,0,0
4857,50067Y,46590U,1994-09-28,0,0,0,0,0,0,0,0,0,0,1
4857,796050,46590U,1994-09-28,0,0,0,0,0,0,0,0,0,0,1
4857,796050,50067Y,1994-09-28,0,0,0,0,0,0,0,0,0,0,1
4858,88015T,87930N,1994-09-29,0,0,0,0,0,0,0,0,0,0,1
4859,57060X,15916K,1994-09-29,0,0,0,0,1,0,0,0,0,0,1
4859,59170R,15916K,1994-09-29,0,0,0,0,1,0,0,0,0,0,1
4859,59170R,57060X,1994-09-29,0,0,0,0,1,0,0,0,0,0,1
4860,891493,459200,1994-09-29,1,0,0,0,0,1,1,0,1,1,0
4861,67001N,44555L,1990-01-01,0,0,0,0,0,0,1,0,0,1,0
4862,629050,594918,1994-09-30,1,0,1,0,0,0,0,0,1,1,1
4863,879403,001957,1994-09-30,0,0,0,0,0,0,1,0,0,0,0
4864,433578,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,57688F,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,57688F,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,606776,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,606776,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,606776,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,629050,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,629050,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,629050,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,629050,606776,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,62942V,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,62942V,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,62942V,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,62942V,606776,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,62942V,629050,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,606776,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,629050,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,678492,62942V,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,606776,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,629050,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,62942V,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,835699,678492,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,359590,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,433578,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,57688F,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,606776,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,629050,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,62942V,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,678492,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4864,891493,835699,1994-09-30,0,0,1,0,0,1,1,0,0,0,0
4865,92556A,437373,1994-09-30,1,0,0,0,1,0,1,0,0,0,0
4866,465916,299096,1994-10-01,0,0,0,0,0,1,1,0,0,0,0
4867,989524,74733P,1994-10-01,1,0,1,0,0,1,0,0,1,0,1
4868,88553W,22527J,1994-10-01,1,0,1,0,0,0,1,0,1,0,0
4869,75992X,48335M,1994-10-01,1,0,0,0,0,1,1,0,1,0,0
4870,46047R,05526E,1994-10-01,0,0,0,0,0,1,1,0,0,1,0
4870,80400K,05526E,1994-10-01,0,0,0,0,0,1,1,0,0,1,0
4870,80400K,46047R,1994-10-01,0,0,0,0,0,1,1,0,0,1,0
4871,138006,001957,1994-10-01,0,0,0,1,0,0,1,1,0,1,0
4872,784213,232815,1994-10-03,1,0,1,0,1,0,1,0,1,0,0
4873,456779,00195V,1995-01-13,0,0,0,0,0,0,0,0,0,0,1
4874,86775R,045233,1994-10-03,0,0,0,0,0,1,1,0,0,0,0
4875,86681P,68377A,1994-10-03,0,0,0,0,0,1,1,0,0,0,0
4876,22748C,045233,1994-10-03,0,0,0,0,0,1,1,0,0,0,0
4877,879242,000794,1994-10-04,0,0,0,1,1,0,0,1,0,0,1
4878,50041R,00195R,1994-10-04,0,0,0,0,0,0,1,0,0,0,0
4879,949044,458140,1994-10-04,1,0,0,0,0,1,1,0,1,0,0
4880,594907,57688B,1994-10-05,0,0,1,0,0,1,1,0,0,1,0
4881,111309,03013Q,1994-10-05,0,0,0,0,1,1,1,0,0,0,0
4882,232815,204493,1994-10-05,1,0,1,0,0,0,1,0,1,0,0
4883,93443V,44913T,1994-10-05,0,0,1,0,1,0,0,0,1,0,1
4884,983932,796050,1994-11-21,1,0,0,0,0,0,1,0,1,0,0
4885,370253,001957,1994-10-06,0,0,1,0,0,1,1,0,1,1,0
4885,835699,001957,1994-10-06,0,0,1,0,0,1,1,0,1,1,0
4885,835699,370253,1994-10-06,0,0,1,0,0,1,1,0,1,1,0
4886,731108,68377A,1994-10-06,1,0,0,0,1,0,1,0,1,0,0
4887,69932U,055448,1994-10-06,0,0,0,0,0,0,0,0,0,0,1
4888,580645,02364J,1994-10-07,0,0,0,0,0,0,1,0,1,0,0
4889,462030,359586,1994-10-07,0,0,1,0,1,0,1,0,0,0,0
4890,681062,594918,1994-10-08,0,0,0,0,0,0,1,0,1,0,0
4891,826197,81890N,1994-10-10,0,0,1,0,0,0,0,0,0,0,1
4892,351587,09273J,1994-10-10,0,0,0,0,0,0,0,0,0,0,1
4892,40429R,09273J,1994-10-10,0,0,0,0,0,0,0,0,0,0,1
4892,40429R,351587,1994-10-10,0,0,0,0,0,0,0,0,0,0,1
4893,871503,42331R,1994-10-10,1,0,0,0,0,0,1,0,1,0,0
4894,718448,459200,1995-01-31,0,0,1,0,0,1,0,0,0,0,1
4895,871130,670006,1994-10-11,0,0,0,0,1,1,1,0,0,0,0
4896,253849,12572F,1994-10-11,1,0,0,0,1,0,1,0,1,0,0
4897,97651M,111021,1994-10-11,0,0,0,0,1,0,0,0,0,0,1
4898,459200,247025,1994-10-11,1,0,1,0,1,0,1,0,1,0,0
4899,86775R,428236,1994-10-11,1,0,0,0,0,0,1,0,1,0,0
4900,428236,04416V,1994-10-11,0,0,1,0,0,1,0,0,0,0,1
4901,87924V,620076,1994-10-11,0,0,0,0,0,0,1,0,0,0,0
4901,879463,620076,1994-10-11,0,0,0,0,0,0,1,0,0,0,0
4901,879463,87924V,1994-10-11,0,0,0,0,0,0,1,0,0,0,0
4902,87911D,36234M,1994-10-11,1,0,0,0,1,0,1,0,1,0,0
4903,206710,204291,1994-10-11,0,0,0,0,1,0,1,0,0,0,0
4904,25409Z,253849,1994-10-11,1,0,0,0,1,0,1,0,1,0,0
4905,93443V,44913T,1994-10-11,0,0,0,0,1,1,0,0,1,0,1
4906,744284,73746A,1994-10-11,1,0,0,0,0,0,1,0,1,0,0
4907,84763F,629050,1994-10-11,0,0,0,0,0,1,1,0,0,1,0
4908,83379U,78387G,1994-10-12,0,0,0,0,0,0,0,0,0,0,1
4909,576879,16950J,1994-10-12,0,0,1,0,0,0,0,0,0,0,1
4909,57687E,16950J,1994-10-12,0,0,1,0,0,0,0,0,0,0,1
4909,57687E,576879,1994-10-12,0,0,1,0,0,0,0,0,0,0,1
4910,49253G,260561,1994-10-12,0,0,0,0,1,1,1,0,1,0,0
4911,76952X,62008T,1994-10-12,0,0,0,0,0,0,1,0,0,0,0
4912,066908,04314L,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,253849,04314L,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,253849,066908,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,594918,04314L,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,594918,066908,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,594918,253849,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,670006,04314L,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,670006,066908,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,670006,253849,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,670006,594918,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,866810,04314L,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,866810,066908,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,866810,253849,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,866810,594918,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4912,866810,670006,1994-10-12,1,0,0,0,0,0,1,0,1,0,0
4913,909214,24801X,1994-10-12,0,0,0,0,0,0,1,0,0,0,0
4914,535902,00503W,1994-10-13,0,0,0,0,0,1,1,0,0,0,0
4915,285659,14214L,1994-10-13,0,0,0,0,0,0,1,0,0,0,0
4916,64128T,37245R,1994-10-13,0,0,0,0,0,1,1,0,0,0,0
4917,79550A,13703Q,1994-10-13,0,0,0,0,0,0,0,0,0,0,1
4918,459200,253849,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4918,74779X,253849,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4918,74779X,459200,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4918,852192,253849,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4918,852192,459200,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4918,852192,74779X,1994-10-13,1,0,1,0,1,0,1,0,1,0,0
4919,847623,151392,1994-10-14,1,0,0,0,0,0,1,0,1,0,0
4920,75034N,450713,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4920,87941V,450713,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4920,87941V,75034N,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4920,95754T,450713,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4920,95754T,75034N,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4920,95754T,87941V,1994-10-14,0,0,0,0,0,0,0,0,0,0,1
4921,81725A,59483R,1994-10-17,0,0,0,0,1,1,1,0,1,0,0
4922,19244C,038918,1994-10-17,0,0,0,0,0,1,1,0,0,1,0
4923,60752B,587200,1994-10-17,0,0,0,1,1,0,1,1,0,0,0
4924,88559Q,04170T,1994-10-17,1,0,0,0,0,0,1,0,1,0,0
4925,84772A,629050,1994-10-17,1,0,0,0,0,0,1,0,0,1,0
4926,84772A,620076,1994-10-17,1,0,0,0,0,0,1,0,1,0,0
4927,84772A,032654,1994-10-17,1,0,0,0,0,0,1,0,0,0,0
4928,882508,84772A,1994-10-17,1,0,0,0,0,0,1,0,1,0,0
4929,74283M,23509T,1994-10-17,0,0,0,0,1,0,1,0,0,0,0
4930,895919,125015,1994-10-17,1,0,0,0,1,0,1,0,1,0,0
4931,460593,428236,1994-10-17,0,0,1,0,1,1,1,1,0,0,0
4932,718448,594918,1994-10-17,0,0,0,0,0,1,1,0,0,1,0
4932,835699,594918,1994-10-17,0,0,0,0,0,1,1,0,0,1,0
4932,835699,718448,1994-10-17,0,0,0,0,0,1,1,0,0,1,0
4933,92857T,78387G,1994-10-17,0,0,0,0,0,0,1,0,0,1,0
4934,17275R,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,359590,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,359590,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,433578,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,433578,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,433578,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,46684N,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,46684N,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,46684N,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,46684N,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,606776,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,606776,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,606776,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,606776,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,606776,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,629050,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,62942Q,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,64107Q,62942Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,62942Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,678492,64107Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,62942Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,64107Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,815793,678492,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,62942Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,64107Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,678492,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,891493,815793,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,126375,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,17275R,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,359590,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,433578,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,46684N,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,606776,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,629050,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,62942Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,64107Q,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,678492,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
4934,J75963,815793,1994-10-17,0,0,1,0,0,0,0,0,0,0,1
