allianceid,cusip1,cusip2,effective,licensing,exlicensing,manufacturing,oem,marketing,rnd,strategic,supply,techtrans,cballiance,jv
12454,785905,38022Z,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12455,450306,40447X,2000-05-03,0,0,0,0,1,0,1,0,0,0,0
12456,20263L,00508B,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12457,37966R,20263L,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12458,594918,26208A,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12459,71533X,566244,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12460,671802,50196Y,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12461,50258M,00923L,2000-05-03,0,0,1,0,0,0,1,0,0,0,0
12462,70982E,60782H,2000-05-03,0,0,0,0,1,0,0,0,0,0,1
12463,591689,130910,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12464,30331E,20263L,2000-05-03,0,0,0,0,0,0,1,0,0,0,0
12465,G7702U,81255K,2000-05-04,0,0,0,0,0,0,1,0,0,0,0
12466,97822X,125920,2000-05-04,0,0,1,0,0,0,0,0,0,0,1
12467,29304Q,04312Z,2000-05-04,0,0,0,0,0,0,1,0,0,0,0
12468,719316,65141X,2000-05-04,0,0,0,0,0,0,1,0,0,0,0
12469,35959P,359590,2000-05-04,0,0,1,0,0,0,1,0,0,0,0
12470,31997J,293848,2000-05-04,0,0,0,0,0,0,1,0,0,0,0
12471,69448C,29475Y,2000-05-05,0,0,0,0,0,0,0,0,0,0,1
12471,Y2711Y,29475Y,2000-05-05,0,0,0,0,0,0,0,0,0,0,1
12471,Y2711Y,69448C,2000-05-05,0,0,0,0,0,0,0,0,0,0,1
12472,81016H,11051K,2000-05-05,0,0,0,0,0,0,1,0,0,0,0
12473,87678W,45054K,2000-05-19,0,0,0,0,0,0,1,0,0,0,0
12474,87240H,45054K,2000-05-19,0,0,0,0,0,0,1,0,0,0,0
12475,45269F,21036Y,2000-05-05,0,0,0,0,0,0,0,0,0,0,1
12476,74245F,22090V,2000-05-05,0,0,0,0,0,0,1,0,0,0,0
12477,70502Z,54020X,2000-05-05,0,0,0,0,0,0,1,0,0,0,0
12478,Y2711Y,88602V,2000-05-05,0,0,0,0,1,0,1,0,0,0,0
12479,83573M,83569V,2000-05-05,0,0,0,0,0,0,0,0,0,0,1
12480,81671V,12708Q,2000-05-05,0,0,0,0,1,0,1,0,0,0,0
12481,882508,03922V,2000-05-06,0,0,0,1,0,0,1,0,0,0,0
12482,780641,714265,2000-08-01,0,0,0,0,0,0,0,0,0,0,1
12483,89486M,34416P,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12484,278717,21868Q,2000-05-08,1,0,0,0,0,0,1,0,0,1,0
12485,91915Q,05536D,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12486,90186X,232522,2000-05-08,0,0,0,0,0,0,0,0,0,0,1
12487,804099,22674V,2000-05-08,0,0,0,1,0,0,1,0,0,0,0
12488,64121Q,02364J,2000-05-08,0,0,0,1,1,0,1,0,0,0,0
12489,23259Y,23244R,2000-05-08,0,0,0,0,0,0,0,0,0,1,1
12490,636518,37968C,2000-05-08,0,0,1,0,0,0,1,0,0,0,0
12491,74342F,21036Y,2000-05-08,0,0,0,0,0,0,1,0,0,1,0
12492,549463,1A2839,2000-05-08,0,0,0,0,1,0,1,0,0,0,0
12493,73092Y,59167K,2000-05-08,0,0,0,0,0,0,0,0,0,0,1
12494,666610,17275R,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12495,20347Z,02124F,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12496,757209,736126,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12497,950905,885094,2000-05-08,0,0,0,0,1,0,1,0,0,0,0
12498,94401Z,83089M,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12499,81879Z,64150N,2000-05-08,0,0,0,0,0,0,1,0,0,0,0
12500,76115Q,428236,2000-05-09,0,0,0,0,1,0,1,0,0,0,0
12501,87196J,59493Q,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12502,37936U,25385N,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12503,97659M,926734,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12504,00309P,00308V,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12505,94836J,74423W,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12506,82984L,36980P,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12507,89600W,26909E,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12508,67043P,38353P,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12509,896682,72700X,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12510,49396F,00427Z,2000-05-09,0,0,0,0,0,0,1,0,0,0,0
12511,538146,08979L,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12511,71533X,08979L,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12511,71533X,538146,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12511,75052P,08979L,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12511,75052P,538146,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12511,75052P,71533X,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12512,79550W,541398,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12513,84745W,656568,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12514,75034L,69463Y,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12515,88029E,71540R,2000-05-10,0,0,0,0,0,0,1,0,1,0,0
12516,81716Y,125750,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12517,929309,111412,2000-05-10,0,0,0,0,1,0,0,0,0,0,1
12518,71920Q,256069,2000-05-10,0,0,0,0,0,0,1,0,1,0,0
12519,74659J,205908,2000-05-10,0,0,0,0,1,0,1,0,0,0,0
12520,44160M,20583H,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12521,46113Q,26841Y,2000-05-10,1,0,0,0,0,0,1,0,0,0,0
12522,785905,29981J,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12523,05692R,02143U,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12524,83545R,29970N,2000-05-10,0,0,0,0,1,0,1,0,0,0,0
12525,653929,00088E,2000-05-10,0,0,0,0,0,0,1,0,0,0,0
12526,36100W,02342T,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12527,23762A,204912,2000-05-11,0,0,0,0,0,0,0,0,0,0,1
12528,75277Q,05069A,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12529,594918,001957,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12530,459200,17275R,2000-05-11,0,0,0,0,0,0,0,0,0,0,1
12531,969455,89165X,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12532,87834N,69529H,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12533,94765R,809141,2000-05-11,0,0,0,0,0,0,1,0,0,1,0
12534,53015K,29928M,2000-05-11,0,0,0,0,0,0,1,0,0,0,0
12535,92532R,45054C,2000-05-12,0,0,0,0,0,0,1,0,0,0,0
12536,92277V,395356,2000-05-12,0,0,0,0,0,0,0,0,0,0,1
12537,92277V,395356,2000-05-12,0,0,0,0,0,0,0,0,0,0,1
12538,64113J,356872,2000-05-12,0,0,0,0,0,0,1,0,0,0,0
12539,92343E,88632Q,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12540,997991,81787A,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12541,50303C,29380K,2000-09-28,0,0,0,0,0,0,1,0,0,0,0
12542,704231,482NTV,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12542,929KSE,482NTV,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12542,929KSE,704231,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12543,29155H,129897,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12544,43357Z,359590,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12544,803038,359590,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12544,803038,43357Z,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12544,819882,359590,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12544,819882,43357Z,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12544,819882,803038,2000-05-15,0,0,0,0,0,1,1,0,0,0,0
12545,N50919,01373R,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12546,92791M,86687Z,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12547,G3921A,98108L,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12548,58728W,36832H,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12549,29157K,23200Q,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12550,589405,36854E,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12551,88405L,30326Q,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12552,98407T,44934Y,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12553,459200,38155M,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12554,88632Q,04646K,2000-05-15,0,0,0,0,1,0,1,0,0,0,0
12555,129897,04646K,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12556,26796E,04646K,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12557,77514J,129897,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12558,74083E,72605H,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12559,92553T,45346X,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12560,549463,44438R,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12561,74727D,55392T,2000-05-15,0,0,0,0,1,0,1,0,0,0,0
12562,43644H,205363,2000-05-15,0,0,0,0,0,0,1,0,0,0,0
12563,594961,28604C,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12564,27895Z,00463F,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12565,92849Q,75054L,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12566,64014Q,04377L,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12566,64149F,04377L,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12566,64149F,64014Q,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12567,58802F,459200,2000-05-16,0,0,0,0,0,0,0,0,0,0,1
12568,98370W,31686X,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12569,75028P,07017H,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12570,23276H,23258Y,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12571,459200,02364J,2000-05-16,0,0,0,0,0,0,0,0,0,0,1
12572,97659M,587587,2000-05-16,0,0,0,0,1,0,1,0,0,0,0
12573,669967,62947C,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12574,92857T,294821,2000-05-16,0,0,0,0,0,0,1,1,0,0,0
12575,87179E,87178Z,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,545735,516540,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,866810,516540,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,866810,545735,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,94768C,516540,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,94768C,545735,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12576,94768C,866810,2000-05-16,0,0,0,0,0,0,1,0,0,0,0
12577,64455K,46042Z,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12578,90339C,029912,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12579,755236,46110Z,2002-04-27,0,0,0,0,0,0,0,0,0,0,1
12580,76805Q,68327A,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12581,319963,25253N,2001-02-20,0,0,0,0,0,0,0,0,0,0,1
12581,62942Q,25253N,2001-02-20,0,0,0,0,0,0,0,0,0,0,1
12581,62942Q,319963,2001-02-20,0,0,0,0,0,0,0,0,0,0,1
12582,68389X,62942Q,2000-08-01,0,0,0,0,0,0,0,0,0,0,1
12583,747525,16945R,2000-05-17,0,0,0,0,0,0,0,0,0,0,1
12584,92632Q,45054F,2000-05-17,0,0,0,0,0,1,0,0,0,1,1
12585,749121,594918,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12586,594918,20337Q,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12587,92632Q,05469M,2000-05-17,0,0,0,0,0,0,0,0,0,0,1
12588,09094W,09088Z,2000-05-17,0,0,0,0,0,0,1,0,0,0,0
12589,49976M,29228Z,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12590,550818,08589Q,,0,0,0,0,0,0,0,0,0,1,1
12591,30662T,05341N,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12592,74168L,57067X,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12593,98566L,90379P,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12594,37936U,29430J,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12595,42212V,00834R,2000-05-18,0,0,0,0,0,0,0,0,0,0,1
12596,724479,45245Y,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12597,92794A,359014,2000-05-18,0,0,0,0,0,0,1,0,1,0,0
12598,83185H,76663X,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12599,57383M,53806N,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12600,83535W,83173Y,2000-11-01,0,0,0,0,0,0,0,0,0,0,1
12601,98407H,87931X,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12602,88072E,37968L,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12603,437400,01678X,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12604,88732P,63506Q,2000-05-18,0,0,0,0,0,0,1,0,0,0,0
12605,92830M,58475H,2000-05-19,0,0,0,0,0,0,1,0,0,0,0
12606,925524,25490A,2000-05-19,0,0,0,0,0,0,1,0,0,0,0
12607,59497T,46278H,2000-05-19,0,0,0,0,0,0,1,0,0,0,0
12608,620076,16945R,2000-05-20,0,0,0,0,0,0,1,0,0,0,0
12609,302088,20054R,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12610,62867J,47006W,2000-05-22,0,0,0,0,0,0,0,0,0,0,1
12611,09689K,00422K,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12612,26905X,10977K,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12613,428236,111412,2000-05-22,0,0,0,0,0,0,0,0,0,0,1
12614,45054Q,20417W,2000-05-22,0,0,0,0,1,0,1,0,0,0,0
12615,82709F,23323A,2000-05-22,0,0,0,0,0,0,0,0,0,0,1
12616,28138J,23258Z,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12617,92849Q,039917,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12618,97659Z,44888R,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12619,82000E,099500,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12620,45054W,192446,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12621,95805H,00689X,2000-05-22,0,0,0,0,0,0,1,1,0,0,0
12622,64121Q,247025,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12623,866810,68389X,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12623,923436,68389X,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12623,923436,866810,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12624,83498T,05191Z,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12625,67604X,34962V,2000-05-22,0,0,0,1,0,0,1,0,0,0,0
12626,46446T,45948N,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12627,39963P,111412,2000-05-22,0,0,0,0,0,0,1,0,0,0,0
12628,629050,294821,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,654902,294821,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,654902,629050,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,656568,294821,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,656568,629050,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,656568,654902,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,866810,294821,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,866810,629050,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,866810,654902,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,866810,656568,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,87939X,294821,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,87939X,629050,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,87939X,654902,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,87939X,656568,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12628,87939X,866810,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12629,766577,74408K,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12630,249906,04033V,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12631,65248E,27947A,2000-05-23,1,0,0,0,1,0,1,0,0,1,0
12632,97651M,68370M,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12633,89227K,576879,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12634,23251J,129897,2000-05-23,0,0,0,0,0,0,1,0,0,0,0
12635,319963,293848,2000-05-23,0,0,0,0,0,0,0,0,0,0,1
12636,277461,037833,2000-05-24,1,0,0,0,0,0,1,0,1,0,0
12637,359590,23559R,2000-05-24,0,0,0,0,0,0,1,0,0,0,0
12638,815807,57885Z,2000-05-24,0,0,0,0,0,0,1,0,0,0,0
12639,59910J,26814N,2000-05-24,0,0,0,0,0,0,0,0,0,0,1
12640,969455,87886T,2000-05-26,0,0,0,0,0,0,0,0,0,0,1
12641,46083C,18681R,2000-05-26,0,0,0,0,0,0,1,0,0,0,0
12642,91072N,74468A,2000-05-26,0,0,0,0,0,0,0,0,0,0,1
12643,828913,47732L,2000-05-26,1,0,1,0,0,0,0,0,0,0,1
12644,88915L,457921,2000-06-26,0,0,0,0,0,0,0,0,0,0,1
12645,74463K,459200,2000-05-30,0,0,0,0,0,0,0,0,0,0,1
12646,78562N,68407A,2000-05-30,0,0,0,0,0,0,0,0,0,0,1
12647,53615L,21868Q,2000-05-30,0,0,0,0,0,0,1,0,0,0,0
12648,89318V,433578,2000-05-30,0,0,0,0,0,0,1,0,0,0,0
12649,85911X,26860K,2000-05-31,0,0,0,0,0,0,1,0,0,0,0
12650,576879,28935E,2000-05-31,0,0,0,0,0,0,1,0,1,0,0
12650,87661J,28935E,2000-05-31,0,0,0,0,0,0,1,0,1,0,0
12650,87661J,576879,2000-05-31,0,0,0,0,0,0,1,0,1,0,0
12651,15897Y,00504E,2000-05-31,0,0,0,0,0,0,1,0,0,0,0
12652,87535Q,08164R,2000-05-31,0,0,0,0,1,0,1,0,0,0,0
12653,68202L,14306M,2000-11-22,0,0,0,0,0,0,0,0,0,0,1
12654,33946F,16232W,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12654,91837R,16232W,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12654,91837R,33946F,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12655,69625Y,01665Z,2000-06-01,0,0,0,0,0,0,1,0,0,0,0
12656,63018M,24902Q,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12656,J59399,24902Q,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12656,J59399,63018M,2000-06-01,0,0,0,0,0,0,0,0,0,0,1
12657,98189J,192423,2000-06-01,0,0,0,0,0,0,1,0,0,0,0
12658,82633H,00784N,2000-06-02,0,0,0,0,1,0,1,0,0,0,0
12659,75055E,24826C,2000-06-05,0,0,0,0,0,0,1,0,0,0,0
12660,87938V,594918,2000-06-05,0,0,0,0,0,1,1,0,0,0,0
12661,87858W,620076,2000-11-24,0,0,0,0,0,0,0,0,0,0,1
12662,17275R,16945R,2000-06-05,0,0,0,0,0,1,1,0,0,0,0
12663,82954X,1A5823,2000-11-10,0,0,0,0,0,0,0,0,0,0,1
12664,92697J,78360Q,2000-06-05,0,0,0,0,0,0,1,0,0,0,0
12665,38353V,21221N,2000-06-05,0,0,0,0,0,0,1,0,0,0,0
12666,74158B,57386K,2000-06-06,0,0,0,0,1,0,1,0,0,0,0
12667,78440P,64089A,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12668,749121,48265R,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12669,48265R,17275R,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12669,594918,17275R,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12669,594918,48265R,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12670,45297F,20527M,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12670,83972R,20527M,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12670,83972R,45297F,2000-06-06,0,0,0,0,0,0,0,0,0,0,1
12671,90911X,23437N,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12672,68389X,62962J,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12673,549463,16945R,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12674,74157K,125750,2000-06-06,0,0,0,0,0,0,1,0,0,0,0
12675,35958C,359586,2000-06-07,0,0,0,0,0,1,1,0,0,0,0
12676,428236,277461,,0,0,1,0,0,0,0,0,0,0,1
12677,35646V,11678E,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12678,900262,02365B,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12679,94385A,20565R,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12680,94385A,36955W,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12681,72581R,26903P,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12682,55288J,37518K,2000-06-07,1,0,1,0,0,0,1,0,1,0,0
12683,J59399,64115F,2000-06-07,0,0,0,0,1,0,1,0,0,0,0
12684,709668,64123E,2000-06-07,0,0,0,0,0,0,0,0,0,0,1
12685,92047K,562750,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12686,804098,594918,2000-06-07,0,0,0,0,0,0,1,0,0,0,0
12687,29098N,15897Y,2000-06-08,0,0,0,0,0,0,1,0,0,0,0
12688,747525,44334L,2000-06-08,0,0,0,0,0,1,1,0,0,0,0
12689,78387G,077914,2000-11-17,0,0,0,0,0,0,0,0,0,0,1
12689,879403,077914,2000-11-17,0,0,0,0,0,0,0,0,0,0,1
12689,879403,78387G,2000-11-17,0,0,0,0,0,0,0,0,0,0,1
12690,26861Q,07057W,2000-06-09,0,0,0,0,0,0,1,0,0,0,0
12691,69319V,00311Z,2000-06-09,0,0,0,0,0,0,0,0,0,0,1
12691,88931N,00311Z,2000-06-09,0,0,0,0,0,0,0,0,0,0,1
12691,88931N,69319V,2000-06-09,0,0,0,0,0,0,0,0,0,0,1
12692,20338K,18944P,2000-06-09,0,0,0,0,0,0,1,0,0,0,0
12693,74415P,35923K,2000-06-10,0,0,0,0,0,0,1,0,0,0,0
12694,74468A,40018D,2000-06-11,0,0,0,0,0,0,0,0,0,0,1
12695,62013T,40098C,2000-06-12,0,0,0,0,0,0,1,1,0,0,0
12696,55383E,45346X,2000-06-13,0,0,0,0,0,0,1,0,0,0,0
12697,92386J,25394T,2000-06-13,0,0,0,0,0,0,0,0,0,0,1
12698,810883,65258E,2000-06-13,1,0,0,0,0,0,1,0,0,0,0
12699,804099,02364J,2000-06-13,0,0,0,0,1,0,1,0,0,0,0
12700,64139H,607698,2000-06-13,0,0,0,0,0,0,0,0,0,0,1
12701,83086P,785905,2000-06-13,0,0,0,0,0,0,1,0,0,0,0
12702,456779,03816T,2000-06-14,0,0,0,0,0,0,1,0,0,0,0
12703,57687X,576879,2000-06-14,0,0,0,0,0,1,1,0,0,0,0
12703,606776,576879,2000-06-14,0,0,0,0,0,1,1,0,0,0,0
12703,606776,57687X,2000-06-14,0,0,0,0,0,1,1,0,0,0,0
12704,87927W,37990W,2000-06-14,0,0,0,0,0,0,1,0,0,0,0
12705,629050,12585H,2000-06-14,0,0,0,0,0,0,0,0,0,0,1
12705,82502L,12585H,2000-06-14,0,0,0,0,0,0,0,0,0,0,1
12705,82502L,629050,2000-06-14,0,0,0,0,0,0,0,0,0,0,1
12706,90122A,17252T,2000-06-14,1,1,1,0,0,0,1,0,0,1,0
12707,62579Q,44544R,2000-06-14,0,0,0,0,0,0,1,0,1,0,0
12708,796050,594918,2000-06-14,0,0,1,0,1,1,1,0,0,1,0
12709,885118,013904,2000-12-31,0,0,0,0,0,0,0,0,0,0,1
12710,72379A,55383E,2000-06-14,0,0,0,0,0,0,1,0,0,0,0
12711,20752H,00928P,,0,0,0,0,1,0,0,0,0,0,1
12711,620076,00928P,,0,0,0,0,1,0,0,0,0,0,1
12711,620076,20752H,,0,0,0,0,1,0,0,0,0,0,1
12711,871508,00928P,,0,0,0,0,1,0,0,0,0,0,1
12711,871508,20752H,,0,0,0,0,1,0,0,0,0,0,1
12711,871508,620076,,0,0,0,0,1,0,0,0,0,0,1
12712,81775H,40411K,2000-06-15,0,0,0,0,0,0,0,0,0,0,1
12713,69437H,08590Y,2000-06-15,0,0,0,0,0,0,0,0,0,0,1
12713,803054,08590Y,2000-06-15,0,0,0,0,0,0,0,0,0,0,1
12713,803054,69437H,2000-06-15,0,0,0,0,0,0,0,0,0,0,1
12714,563775,46600V,2001-03-22,0,0,0,0,0,0,0,0,0,0,1
12715,88006H,29499K,2000-06-15,0,0,0,0,0,0,1,0,0,0,0
12716,72705T,68389Y,2000-06-15,0,0,0,0,0,0,1,0,0,0,0
12717,620076,45913L,2000-06-15,0,0,0,0,0,0,1,0,0,0,0
12718,62853A,00134V,2000-06-15,0,0,0,0,0,1,1,0,0,0,0
12719,92367P,549463,2001-03-19,0,0,0,0,0,0,1,1,0,0,0
12720,96690R,45167U,2000-06-15,1,1,0,0,1,0,1,0,0,0,0
12721,925843,620076,2000-06-16,0,0,0,0,0,1,1,0,0,1,0
12722,92354L,55060N,2000-06-16,0,0,0,0,0,0,1,0,0,0,0
12723,444418,020039,2000-06-16,0,0,0,0,0,0,0,0,0,0,1
12724,87339Y,62867Y,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,36263H,24826C,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,45706J,24826C,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,45706J,36263H,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,58591Z,24826C,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,58591Z,36263H,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12725,58591Z,45706J,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12726,62942Q,433578,2000-09-12,0,0,0,0,0,0,0,0,0,0,1
12727,87338Q,24902Q,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12727,J95402,24902Q,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12727,J95402,87338Q,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12728,89145P,780641,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12729,65250X,55383E,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12730,84591U,450732,2000-06-19,0,0,0,0,0,0,1,0,0,0,0
12731,49713R,01853E,2000-06-20,0,0,0,0,0,0,0,0,0,0,1
12732,68369E,591647,2000-06-21,0,0,0,0,1,0,1,0,0,0,0
12733,45045E,09226T,2000-06-21,0,0,0,0,0,0,0,0,0,0,1
12734,12416L,00313K,2000-06-21,0,0,0,0,0,0,1,0,0,0,0
